Price,Close,SMA_50,SMA_200,Signal_SMA,Action,ExecAction,Portfolio,Shares,Max Drawdown Amount,Max Drawdown Percent,Daily Return
Ticker,NVDA,,,,,,,,,,
Date,,,,,,,,,,,
2022-02-22,23.347394943237305,26.514016380310057,22.955249075889586,1,0.0,0,1379.0628429487897,59.06709704879698,-588.5289364986572,-0.29911130075158787,-0.010659163229580604
2022-02-23,22.346221923828125,26.35808090209961,22.995818939208984,1,0.0,0,1319.9264590487107,59.06709704879698,-647.6653203987362,-0.329166510636987,-0.042881572948213265
2022-02-24,23.704740524291992,26.269981613159178,23.042979369163515,1,0.0,0,1400.1702090649057,59.06709704879698,-567.4215703825412,-0.28838378789216557,0.06079410672169394
2022-02-25,24.11299705505371,26.18653388977051,23.094913396835327,1,0.0,0,1424.2847371882133,59.06709704879698,-543.3070422592336,-0.27612792853394064,0.01722256906138031
2022-02-28,24.34058380126953,26.065275192260742,23.148450508117676,1,0.0,0,1437.727625613963,59.06709704879698,-529.8641538334839,-0.26929577535757143,0.009438343383703085
2022-03-01,23.434236526489258,25.967254066467284,23.19457392692566,1,0.0,0,1384.192323174604,59.06709704879698,-583.3994562728428,-0.2965043167829646,-0.037236053259043
2022-03-02,24.18000030517578,25.895846824645997,23.244812750816344,1,0.0,0,1428.2424246657586,59.06709704879698,-539.3493547816884,-0.2741164912434998,0.03182368573618932
2022-03-03,23.674840927124023,25.815973434448242,23.293272771835326,1,0.0,0,1398.4041266572654,59.06709704879698,-569.1876527901816,-0.2892813736749932,-0.020891620003149036
2022-03-04,22.89812469482422,25.693495140075683,23.337599802017213,1,0.0,0,1352.525753584637,59.06709704879698,-615.06602586281,-0.31259839174340176,-0.03280766424960124
2022-03-07,21.316740036010742,25.53290107727051,23.371292572021485,1,0.0,0,1259.1179524710226,59.06709704879698,-708.4738269764243,-0.3600715526344509,-0.06906175417810201
2022-03-08,21.478469848632812,25.370750274658203,23.403902196884154,1,0.0,0,1268.6708630088542,59.06709704879698,-698.9209164385927,-0.3552164243311021,0.007586986206561619
2022-03-09,22.975996017456055,25.212497520446778,23.440905480384828,1,0.0,0,1357.1253865558497,59.06709704879698,-610.4663928915973,-0.31026069496134645,0.06972219992284812
2022-03-10,22.620582580566406,25.05957374572754,23.475953373908997,1,0.0,0,1336.1321465866424,59.06709704879698,-631.4596328608045,-0.32093020486095725,-0.015468902267375961
2022-03-11,22.063501358032227,24.90191680908203,23.50795521736145,1,0.0,0,1303.2269759511535,59.06709704879698,-664.3648034962935,-0.33765378084821285,-0.02462718281238152
2022-03-14,21.294775009155273,24.737170181274415,23.53717095375061,1,0.0,0,1257.8205420980712,59.06709704879698,-709.7712373493757,-0.3607309426494446,-0.03484153926444211
2022-03-15,22.935062408447266,24.60872276306152,23.570814504623414,1,0.0,0,1354.70755709997,59.06709704879698,-612.8842223474769,-0.31148952173381783,0.0770276933466909
2022-03-16,24.455547332763672,24.496511001586914,23.61196071624756,1,0.0,0,1444.5181876858,59.06709704879698,-523.0735917616469,-0.26584457061949107,0.06629521634771729
2022-03-17,24.725101470947266,24.406280059814453,23.651891984939574,1,0.0,0,1460.439968125795,59.06709704879698,-507.15181132165185,-0.25775255651051454,0.011022208356893382
2022-03-18,26.409311294555664,24.383391876220703,23.699289045333863,1,0.0,0,1559.9213532274096,59.06709704879698,-407.67042622003737,-0.20719258459929235,0.06811740795431698
2022-03-21,26.689851760864258,24.35465549468994,23.745053453445436,1,0.0,0,1576.492064176974,59.06709704879698,-391.09971527047287,-0.19877076096562274,0.010622786152186814
2022-03-22,26.48019790649414,24.3403120803833,23.789566316604613,1,0.0,0,1564.1084196142401,59.06709704879698,-403.4833598332068,-0.2050645688032483,-0.007855189914450333
2022-03-23,25.5916690826416,24.305143661499024,23.830444631576537,1,0.0,0,1511.6256013450886,59.06709704879698,-455.9661781023583,-0.2317382004057803,-0.03355446311202359
2022-03-24,28.1035099029541,24.311887283325195,23.88435489654541,1,0.0,0,1659.9927468496169,59.06709704879698,-307.59903259783005,-0.15633274941015063,0.0981507228856846
2022-03-25,27.646272659301758,24.305852737426758,23.935645942687987,1,0.0,0,1632.9850702044796,59.06709704879698,-334.6067092429673,-0.17005900956596498,-0.016269755814531828
2022-03-28,28.17239761352539,24.338768768310548,23.987570581436156,1,0.0,0,1664.0617439354007,59.06709704879698,-303.5300355120462,-0.1542647406248494,0.019030592684493808
2022-03-29,28.60867691040039,24.37308380126953,24.04071120262146,1,0.0,0,1689.8314955042972,59.06709704879698,-277.7602839431497,-0.14116763794426523,0.015486054927236426
2022-03-30,27.644275665283203,24.408852958679198,24.09017861366272,1,0.0,0,1632.8671135649797,59.06709704879698,-334.7246658824672,-0.1701189593181096,-0.033710096001209666
2022-03-31,27.240936279296875,24.453244895935057,24.137520790100098,1,0.0,0,1609.043026909323,59.06709704879698,-358.54875253812384,-0.1822272060105954,-0.01459034018000549
2022-04-01,26.667890548706055,24.50448253631592,24.177771701812745,1,0.0,0,1575.1948791271163,59.06709704879698,-392.3969003203306,-0.1994300364634204,-0.02103619804824164
2022-04-04,27.314821243286133,24.584150505065917,24.22134958267212,1,0.0,0,1613.4071972477234,59.06709704879698,-354.18458219972354,-0.18000917969843733,0.024258787675707882
2022-04-05,25.888174057006836,24.63532539367676,24.258849506378173,1,0.0,0,1529.1392894413711,59.06709704879698,-438.4524900060758,-0.22283712230654118,-0.05222978300214787
2022-04-06,24.3666934967041,24.676992530822755,24.286449403762816,1,0.0,0,1439.2698495281115,59.06709704879698,-528.3219299193354,-0.2685119624090433,-0.05877125814097084
2022-04-07,24.16802215576172,24.7057426071167,24.312205238342287,1,0.0,0,1427.5349101518532,59.06709704879698,-540.0568692955937,-0.27447607523917195,-0.008153397627349568
2022-04-08,23.08082389831543,24.72927848815918,24.331785402297974,1,0.0,0,1363.3172651679902,59.06709704879698,-604.2745142794568,-0.3071137624132346,-0.04498499092889563
2022-04-11,21.88080596923828,24.710926666259766,24.346236114501952,1,0.0,0,1292.435689690894,59.06709704879698,-675.156089756553,-0.3431382956611839,-0.051991988430046154
2022-04-12,21.46848487854004,24.65146842956543,24.353865337371825,1,0.0,0,1268.081079811355,59.06709704879698,-699.5106996360919,-0.3555161730918257,-0.018843962661974856
2022-04-13,22.166332244873047,24.602932586669922,24.364775495529173,1,0.0,0,1309.300897923794,59.06709704879698,-658.2908815236528,-0.33456679805224576,0.03250566447893943
2022-04-14,21.2228946685791,24.52347007751465,24.371089458465576,1,0.0,0,1253.574779045358,59.06709704879698,-714.017000402089,-0.3628887901750658,-0.042561735783426924
2022-04-18,21.747026443481445,24.480323028564452,24.37897879600525,1,0.0,0,1284.5337214598728,59.06709704879698,-683.0580579875741,-0.3471543564688989,0.024696526232037996
2022-04-19,22.161340713500977,24.438055801391602,24.387567625045776,1,0.0,0,1309.006062655818,59.06709704879698,-658.585716791629,-0.33471664380330846,0.01905153659036074
2022-04-20,21.4465274810791,24.37332721710205,24.391527118682863,0,-1.0,0,1266.7841200845908,59.06709704879698,-700.8076593628562,-0.3561753340724273,-0.03225496334643696
2022-04-21,20.14967155456543,24.275075302124023,24.390632619857787,0,0.0,-1,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,-0.06046927306333416
2022-04-22,19.482770919799805,24.131603622436522,24.388743648529054,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-04-25,19.8691349029541,24.013447074890138,24.388050565719606,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-04-26,18.756975173950195,23.910479011535646,24.379490327835082,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-04-27,18.38459014892578,23.79371494293213,24.370377922058104,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-04-28,19.749330520629883,23.659766731262206,24.37012734413147,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-04-29,18.516368865966797,23.500839881896972,24.368078937530516,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-05-02,19.500741958618164,23.401607551574706,24.37497012138367,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-05-03,19.569631576538086,23.32102138519287,24.37911855697632,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-05-04,20.300416946411133,23.260081825256346,24.3877578830719,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-05-05,18.812883377075195,23.189415054321287,24.384978008270263,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-05-06,18.644161224365234,23.088203468322753,24.38043647766113,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-05-09,16.92201042175293,22.94438373565674,24.367463817596434,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-05-10,17.56593894958496,22.808890838623046,24.35902801513672,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-05-11,16.602535247802734,22.672256813049316,24.346204271316527,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-05-12,16.148290634155273,22.511622619628906,24.329637441635132,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-05-13,17.676755905151367,22.39166091918945,24.319919624328612,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-05-16,17.235488891601562,22.278408203125,24.308808708190917,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-05-17,18.146982192993164,22.215013046264648,24.301002931594848,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-05-18,16.91002655029297,22.123644180297852,24.28668807029724,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-05-19,17.095722198486328,22.006038703918456,24.27101156234741,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-05-20,16.66642951965332,21.886955642700194,24.251377449035644,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-05-23,16.870092391967773,21.783087463378905,24.234113779067993,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-05-24,16.127317428588867,21.67973831176758,24.21349045753479,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-05-25,16.94696807861328,21.5599764251709,24.19875657081604,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-05-26,17.821517944335938,21.427295837402344,24.18957793235779,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-05-27,18.779935836791992,21.30839252471924,24.184163560867308,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-05-31,18.64116859436035,21.15302967071533,24.176643362045287,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-06-01,18.289745330810547,20.985027542114256,24.168553514480593,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-06-02,19.559640884399414,20.846616401672364,24.169267969131468,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-06-03,18.689085006713867,20.70856472015381,24.167715196609496,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-06-06,18.754974365234375,20.521594009399415,24.162709884643554,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-06-07,18.894746780395508,20.34656349182129,24.15332423210144,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-06-08,18.62114143371582,20.1555383682251,24.136872673034667,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-06-09,18.02200698852539,19.943804969787596,24.11824867248535,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-06-10,16.94955062866211,19.729910469055177,24.092166824340822,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-06-13,15.62446117401123,19.497580966949464,24.06018301486969,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-06-14,15.813191413879395,19.28048698425293,24.02630888938904,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-06-15,16.50319480895996,19.064254455566406,23.99562533378601,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-06-16,15.57852840423584,18.858061542510985,23.961810507774352,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-06-17,15.857126235961914,18.687870197296142,23.92910921573639,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-06-21,16.542139053344727,18.535352535247803,23.900057559013366,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-06-22,16.336437225341797,18.40046480178833,23.867746758461,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-06-23,16.201631546020508,18.286881313323974,23.835665154457093,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-06-24,17.101333618164062,18.199538288116454,23.809693932533264,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-06-27,16.844701766967773,18.09310567855835,23.783247961997986,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-06-28,15.958978652954102,17.98782735824585,23.750871291160582,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-06-29,15.519614219665527,17.863279113769533,23.717924642562867,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-06-30,15.137166023254395,17.7227956199646,23.682616610527038,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-07-01,14.502080917358398,17.583906688690185,23.643639130592348,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-07-05,14.942444801330566,17.479762153625487,23.607357492446898,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-07-06,15.108207702636719,17.392270889282226,23.573611364364623,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-07-07,15.83515739440918,17.311591339111327,23.54742733001709,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-07-08,15.815187454223633,17.252755584716798,23.520479764938354,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-07-11,15.13017463684082,17.187667274475096,23.48663889884949,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-07-12,15.060275077819824,17.093886165618898,23.449748768806458,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-07-13,15.142157554626465,17.02640193939209,23.415269145965578,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-07-14,15.349857330322266,16.94338424682617,23.38392894744873,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-07-15,15.739297866821289,16.866777572631836,23.359331588745118,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-07-18,16.077808380126953,16.782325401306153,23.33733503341675,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-07-19,16.967527389526367,16.745418281555175,23.318793992996216,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-07-20,17.78135108947754,16.728162078857423,23.304192323684692,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-07-21,18.02400016784668,16.750201873779297,23.295844106674195,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-07-22,17.294055938720703,16.74476421356201,23.28025815963745,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-07-25,16.999479293823242,16.75270309448242,23.26195671081543,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-07-26,16.509187698364258,16.759921035766602,23.23933246612549,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-07-27,17.76437759399414,16.761673469543457,23.22420181274414,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-07-28,17.95809555053711,16.776125602722168,23.210718421936036,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-07-29,18.136838912963867,16.775922737121583,23.198248500823976,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-01,18.414440155029297,16.80601100921631,23.185829200744628,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-02,18.49931526184082,16.8340828704834,23.16980711936951,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-03,18.865787506103516,16.878070030212402,23.155038537979127,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-04,19.18732452392578,16.92441467285156,23.140081119537353,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-05,18.96164894104004,16.981101303100587,23.123655986785888,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-08,17.767372131347656,16.997509384155272,23.10219264984131,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-09,17.06138801574707,16.982306785583496,23.074260110855104,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-10,18.070934295654297,16.968126754760743,23.051205673217773,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-11,17.916152954101562,16.953626441955567,23.02518159866333,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-12,18.682052612304688,16.961472587585448,22.99524708747864,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-15,19.00458335876465,16.950371437072754,22.968252611160278,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-16,18.851806640625,16.953625869750976,22.938049030303954,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-17,18.308591842651367,16.944698219299315,22.90200548171997,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-18,18.745960235595703,16.94172248840332,22.86685128211975,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-19,17.82328987121582,16.92576545715332,22.82421932220459,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-22,17.00946807861328,16.90551467895508,22.776535177230834,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-23,17.15625,16.909648666381838,22.71360104560852,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-24,17.197193145751953,16.94110330581665,22.651116161346437,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-25,17.887197494506836,16.982583427429198,22.586831512451173,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-26,16.23657989501953,16.97725112915039,22.515027360916136,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-29,15.778240203857422,16.981245365142822,22.446909856796264,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-30,15.445719718933105,16.973017234802246,22.37248381137848,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-08-31,15.072258949279785,16.943619632720946,22.296190462112428,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-09-01,13.916925430297852,16.895229396820067,22.21594187736511,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-09-02,13.627344131469727,16.843743648529053,22.133357133865356,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-09-06,13.44560432434082,16.77062906265259,22.054564514160155,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-09-07,13.69831657409668,16.707701358795166,21.964988937377928,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-09-08,13.974000930786133,16.668001804351807,21.870254545211793,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-09-09,14.370546340942383,16.645020446777345,21.78263783454895,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-09-12,14.488409996032715,16.63204532623291,21.696658425331115,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-09-13,13.115982055664062,16.604323348999024,21.59918589115143,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-09-14,13.11298656463623,16.567734184265138,21.507541990280153,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-09-15,12.914213180541992,16.52385429382324,21.405557403564455,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-09-16,13.182906150817871,16.470809268951417,21.308409514427186,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-09-19,13.36669635772705,16.421839447021483,21.218354320526124,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-09-20,13.160930633544922,16.382454566955566,21.123821563720703,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-09-21,13.245834350585938,16.34616575241089,21.036865282058717,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-09-22,12.54663372039795,16.294255275726318,20.949686999320985,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-09-23,12.50168514251709,16.237291831970214,20.850355787277223,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-09-26,12.21401596069336,16.166786193847656,20.75258571624756,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-09-27,12.398804664611816,16.093206119537353,20.662407431602478,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-09-28,12.721434593200684,16.00828426361084,20.575299625396728,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-09-29,12.206026077270508,15.8967777633667,20.495781230926514,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-09-30,12.125117301940918,15.778800106048584,20.41497990131378,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-10-03,12.497689247131348,15.682872772216797,20.32545075416565,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-10-04,13.15194034576416,15.605921993255615,20.24953399181366,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-10-05,13.193893432617188,15.539616107940674,20.176751646995545,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-10-06,13.114983558654785,15.446628227233887,20.10398401260376,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-10-07,12.062191009521484,15.328710136413575,20.019184770584108,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-10-10,11.656655311584473,15.199106464385986,19.93073583126068,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-10-11,11.57275104522705,15.062272682189942,19.840669536590575,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-10-12,11.486847877502441,14.922023334503173,19.74366060733795,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-10-13,11.946322441101074,14.783634033203125,19.652058362960815,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-10-14,11.214160919189453,14.624170761108399,19.558397426605225,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-10-17,11.874403953552246,14.482425861358642,19.470108914375306,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-10-18,11.953312873840332,14.366144676208496,19.38308831214905,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-10-19,12.037217140197754,14.26566125869751,19.292943720817565,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-10-20,12.180055618286133,14.147843685150146,19.207660756111146,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-10-21,12.451742172241211,14.03855546951294,19.132150864601137,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-10-24,12.584592819213867,13.916606273651123,19.054440474510194,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-10-25,13.245834350585938,13.801431293487548,18.98468280315399,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-10-26,12.881250381469727,13.682020168304444,18.91233860492706,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-10-27,13.160930633544922,13.579066944122314,18.83931161403656,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-10-28,13.818177223205566,13.480511283874511,18.76866250038147,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-10-31,13.48156452178955,13.393676776885986,18.70343734264374,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-11-01,13.527511596679688,13.324037647247314,18.63661027431488,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-11-02,13.203882217407227,13.244990291595458,18.573350596427918,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-11-03,13.40565013885498,13.169159431457519,18.515272150039674,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-11-04,14.139808654785156,13.094211654663086,18.465441150665285,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
2022-11-07,14.284643173217773,13.05517292022705,18.42020725250244,0,0.0,0,1190.1826052149001,0.0,-777.4091742325468,-0.3951069436013116,0.0
